"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"M6G 12xlarge","m6g.12xlarge","192.0 GiB","48 vCPUs","EBS only","20 Gigabit","$2.2560 hourly","$1.4364 hourly","unavailable","unavailable","unavailable"
"C5A 12xlarge","c5a.12xlarge","96.0 GiB","48 vCPUs","EBS only","12 Gigabit","$2.2800 hourly","$1.4360 hourly","unavailable","$4.4880 hourly","$3.6440 hourly"
"C5N 9xlarge","c5n.9xlarge","96.0 GiB","36 vCPUs","EBS only","50 Gigabit","$2.4120 hourly","$1.5120 hourly","unavailable","$4.0680 hourly","$3.1680 hourly"
"R6I Eight Extra Large","r6i.8xlarge","256.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$2.4816 hourly","$1.5634 hourly","unavailable","$3.9536 hourly","$3.0354 hourly"
"R5 Eight Extra Large","r5.8xlarge","256.0 GiB","32 vCPUs","EBS only","10 Gigabit","$2.4820 hourly","$1.5630 hourly","unavailable","$3.9540 hourly","$3.0350 hourly"
"C5 High-CPU 12xlarge","c5.12xlarge","96.0 GiB","48 vCPUs","EBS only","12 Gigabit","$2.5340 hourly","$1.5970 hourly","unavailable","$4.7420 hourly","$3.8050 hourly"
"C6I 12xlarge","c6i.12xlarge","96.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$2.5344 hourly","$1.6765 hourly","unavailable","$4.7424 hourly","$3.8845 hourly"
"C6GN 12xlarge","c6gn.12xlarge","96.0 GiB","48 vCPUs","EBS only","75 Gigabit","$2.5728 hourly","$1.6238 hourly","unavailable","unavailable","unavailable"
"C5AD 12xlarge","c5ad.12xlarge","96.0 GiB","48 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$2.5920 hourly","$1.6330 hourly","unavailable","$4.8000 hourly","$3.8410 hourly"
"M6GD 12xlarge","m6gd.12xlarge","192.0 GiB","48 vCPUs","2850 GB                 (2 * 1425 GB NVMe SSD)","20 Gigabit","$2.6611 hourly","$1.6765 hourly","unavailable","unavailable","unavailable"
"G4DN Eight Extra Large","g4dn.8xlarge","128.0 GiB","32 vCPUs","900 GB                 NVMe SSD","50 Gigabit","$2.6690 hourly","$1.8220 hourly","unavailable","$4.1410 hourly","$3.2940 hourly"
"M7G 12xlarge","m7g.12xlarge","192.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","$2.6928 hourly","$1.7813 hourly","unavailable","unavailable","unavailable"
"C6G 16xlarge","c6g.16xlarge","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.7200 hourly","$1.7136 hourly","unavailable","unavailable","unavailable"
"C6G Metal","c6g.metal","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.7200 hourly","$1.7136 hourly","unavailable","unavailable","unavailable"
"R5D Eight Extra Large","r5d.8xlarge","256.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","$2.8160 hourly","$1.7740 hourly","unavailable","$4.2880 hourly","$3.2460 hourly"
"M5 General Purpose 12xlarge","m5.12xlarge","192.0 GiB","48 vCPUs","EBS only","12 Gigabit","$2.8250 hourly","$1.7800 hourly","unavailable","$5.0330 hourly","$3.9880 hourly"
"R6G 12xlarge","r6g.12xlarge","384.0 GiB","48 vCPUs","EBS only","20 Gigabit","$2.9779 hourly","$1.8761 hourly","unavailable","unavailable","unavailable"
"M6G Metal","m6g.metal","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","$3.0080 hourly","$1.9152 hourly","unavailable","unavailable","unavailable"
"M6G 16xlarge","m6g.16xlarge","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","$3.0080 hourly","$1.9152 hourly","unavailable","unavailable","unavailable"
"I3 High I/O Eight Extra Large","i3.8xlarge","244.0 GiB","32 vCPUs","7600 GB                 (4 * 1900 GB NVMe SSD)","10 Gigabit","$3.0270 hourly","$2.0700 hourly","unavailable","$4.4990 hourly","$3.5420 hourly"
"C5A 16xlarge","c5a.16xlarge","128.0 GiB","64 vCPUs","EBS only","20 Gigabit","$3.0400 hourly","$1.9150 hourly","unavailable","$5.9840 hourly","$4.8590 hourly"
"R7G 12xlarge","r7g.12xlarge","384.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","$3.1640 hourly","$2.0927 hourly","unavailable","unavailable","unavailable"
"M6I 12xlarge","m6i.12xlarge","192.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$3.1680 hourly","$2.0956 hourly","unavailable","$5.3760 hourly","$4.3036 hourly"
"D2 Quadruple Extra Large","d2.4xlarge","122.0 GiB","16 vCPUs","24576 GB                 (12 * 2048 GB HDD)","High","$3.2340 hourly","$1.7660 hourly","unavailable","$3.9700 hourly","$2.5020 hourly"
"I3EN 6xlarge","i3en.6xlarge","192.0 GiB","24 vCPUs","15000 GB                 (2 * 7500 GB NVMe SSD)","25 Gigabit","$3.2860 hourly","$2.2530 hourly","unavailable","$4.3900 hourly","$3.3570 hourly"
"M5 General Purpose 12xlarge","m5d.12xlarge","192.0 GiB","48 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$3.3260 hourly","$2.0960 hourly","unavailable","$5.5340 hourly","$4.3040 hourly"
"I4I Eight Extra Large","i4i.8xlarge","256.0 GiB","32 vCPUs","7500 GB                 (2 * 3750 GB NVMe SSD)","18.75 Gigabit","$3.3260 hourly","$2.1700 hourly","unavailable","$4.7980 hourly","$3.6420 hourly"
"C6IN 12xlarge","c6in.12xlarge","96.0 GiB","48 vCPUs","EBS only","75 Gigabit","$3.3768 hourly","$2.1168 hourly","unavailable","$5.5848 hourly","$4.3247 hourly"
"C6I 16xlarge","c6i.16xlarge","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","$3.3792 hourly","$2.2353 hourly","unavailable","$6.3232 hourly","$5.1793 hourly"
"C6GN 16xlarge","c6gn.16xlarge","128.0 GiB","64 vCPUs","EBS only","100 Gigabit","$3.4304 hourly","$2.1651 hourly","unavailable","unavailable","unavailable"
"C5AD 16xlarge","c5ad.16xlarge","128.0 GiB","64 vCPUs","2400 GB                 (2 * 1200 GB NVMe SSD)","20 Gigabit","$3.4560 hourly","$2.1770 hourly","unavailable","$6.4000 hourly","$5.1210 hourly"
"M6GD 16xlarge","m6gd.16xlarge","256.0 GiB","64 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$3.5482 hourly","$2.2353 hourly","unavailable","unavailable","unavailable"
"M6GD Metal","m6gd.metal","256.0 GiB","64 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$3.5482 hourly","$2.2353 hourly","unavailable","unavailable","unavailable"
"M7G Metal","m7g.metal","256.0 GiB","64 vCPUs","EBS only","30 Gigabit","$3.5904 hourly","$2.3750 hourly","unavailable","unavailable","unavailable"
"M7G 16xlarge","m7g.16xlarge","256.0 GiB","64 vCPUs","EBS only","30 Gigabit","$3.5904 hourly","$2.3750 hourly","unavailable","unavailable","unavailable"
"R5 12xlarge","r5.12xlarge","384.0 GiB","48 vCPUs","EBS only","12 Gigabit","$3.7220 hourly","$2.3450 hourly","unavailable","$5.9300 hourly","$4.5530 hourly"
"R6I 12xlarge","r6i.12xlarge","384.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$3.7224 hourly","$2.3451 hourly","unavailable","$5.9304 hourly","$4.5531 hourly"
"M5 General Purpose 16xlarge","m5.16xlarge","256.0 GiB","64 vCPUs","EBS only","20 Gigabit","$3.7660 hourly","$2.3730 hourly","unavailable","$6.7100 hourly","$5.3170 hourly"
"C5 High-CPU 18xlarge","c5.18xlarge","144.0 GiB","72 vCPUs","EBS only","25 Gigabit","$3.8020 hourly","$2.3950 hourly","unavailable","$7.1140 hourly","$5.7070 hourly"
"R6G 16xlarge","r6g.16xlarge","512.0 GiB","64 vCPUs","EBS only","25 Gigabit","$3.9706 hourly","$2.5015 hourly","unavailable","unavailable","unavailable"
"R6G Metal","r6g.metal","512.0 GiB","64 vCPUs","EBS only","25 Gigabit","$3.9706 hourly","$2.5015 hourly","unavailable","unavailable","unavailable"
"R7G Metal","r7g.metal","512.0 GiB","64 vCPUs","EBS only","30 Gigabit","$4.2187 hourly","$2.7902 hourly","unavailable","unavailable","unavailable"
"R7G 16xlarge","r7g.16xlarge","512.0 GiB","64 vCPUs","EBS only","30 Gigabit","$4.2187 hourly","$2.7902 hourly","unavailable","unavailable","unavailable"
"M6I 16xlarge","m6i.16xlarge","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","$4.2240 hourly","$2.7942 hourly","unavailable","$7.1680 hourly","$5.7382 hourly"
"R5D 12xlarge","r5d.12xlarge","384.0 GiB","48 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$4.2240 hourly","$2.6610 hourly","unavailable","$6.4320 hourly","$4.8690 hourly"
"C5 High-CPU 18xlarge","c5d.18xlarge","144.0 GiB","72 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","25 Gigabit","$4.3160 hourly","$2.7190 hourly","unavailable","$7.6280 hourly","$6.0310 hourly"
"M5 General Purpose 16xlarge","m5d.16xlarge","256.0 GiB","64 vCPUs","2400 GB                 (4 * 600 GB NVMe SSD)","20 Gigabit","$4.4350 hourly","$2.7940 hourly","unavailable","$7.3790 hourly","$5.7380 hourly"
"C6IN 16xlarge","c6in.16xlarge","128.0 GiB","64 vCPUs","EBS only","100 Gigabit","$4.5024 hourly","$2.8223 hourly","unavailable","$7.4464 hourly","$5.7663 hourly"
"C5A 24xlarge","c5a.24xlarge","192.0 GiB","96 vCPUs","EBS only","20 Gigabit","$4.5600 hourly","$2.8730 hourly","unavailable","$8.9760 hourly","$7.2890 hourly"
"G4DN 12xlarge","g4dn.12xlarge","192.0 GiB","48 vCPUs","900 GB                 NVMe SSD","50 Gigabit","$4.7980 hourly","$3.2750 hourly","unavailable","$7.0060 hourly","$5.4830 hourly"
"C5N 18xlarge","c5n.18xlarge","192.0 GiB","72 vCPUs","EBS only","100 Gigabit","$4.8240 hourly","$3.0240 hourly","unavailable","$8.1360 hourly","$6.3360 hourly"
"C5N Metal","c5n.metal","192.0 GiB","72 vCPUs","EBS only","100 Gigabit","$4.8240 hourly","$3.0240 hourly","unavailable","$8.1360 hourly","$6.3360 hourly"
"R5 16xlarge","r5.16xlarge","512.0 GiB","64 vCPUs","EBS only","20 Gigabit","$4.9630 hourly","$3.1270 hourly","unavailable","$7.9070 hourly","$6.0710 hourly"
"R6I 16xlarge","r6i.16xlarge","512.0 GiB","64 vCPUs","EBS only","25 Gigabit","$4.9632 hourly","$3.1268 hourly","unavailable","$7.9072 hourly","$6.0708 hourly"
"I4I 12xlarge","i4i.12xlarge","384.0 GiB","48 vCPUs","11250 GB                 (3 * 3750 GB NVMe SSD)","28.12 Gigabit","$4.9900 hourly","$3.2550 hourly","unavailable","$7.1980 hourly","$5.4630 hourly"
"C6I 24xlarge","c6i.24xlarge","192.0 GiB","96 vCPUs","EBS only","37.5 Gigabit","$5.0688 hourly","$3.3530 hourly","unavailable","$9.4848 hourly","$7.7690 hourly"
"C5 High-CPU Metal","c5.metal","192.0 GiB","96 vCPUs","EBS only","25 Gigabit","$5.0690 hourly","$3.1930 hourly","unavailable","$9.4850 hourly","$7.6090 hourly"
"C5 High-CPU 24xlarge","c5.24xlarge","192.0 GiB","96 vCPUs","EBS only","25 Gigabit","$5.0690 hourly","$3.1930 hourly","unavailable","$9.4850 hourly","$7.6090 hourly"
"C5AD 24xlarge","c5ad.24xlarge","192.0 GiB","96 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","20 Gigabit","$5.1840 hourly","$3.2660 hourly","unavailable","$9.6000 hourly","$7.6820 hourly"
"G4DN 16xlarge","g4dn.16xlarge","256.0 GiB","64 vCPUs","900 GB                 NVMe SSD","50 Gigabit","$5.3380 hourly","$3.6430 hourly","unavailable","$8.2820 hourly","$6.5870 hourly"
"R5D 16xlarge","r5d.16xlarge","512.0 GiB","64 vCPUs","2400 GB                 (4 * 600 GB NVMe SSD)","20 Gigabit","$5.6320 hourly","$3.5480 hourly","unavailable","$8.5760 hourly","$6.4920 hourly"
"M5 General Purpose 24xlarge","m5.24xlarge","384.0 GiB","96 vCPUs","EBS only","25 Gigabit","$5.6500 hourly","$3.5590 hourly","unavailable","$10.0660 hourly","$7.9750 hourly"
"M5 General Purpose Metal","m5.metal","384.0 GiB","96 vCPUs","EBS only","25 Gigabit","$5.6500 hourly","$3.5590 hourly","unavailable","$10.0660 hourly","$7.9750 hourly"
"INF1 24xlarge","inf1.24xlarge","192.0 GiB","96 vCPUs","EBS only","100 Gigabit","$5.7860 hourly","$3.9490 hourly","unavailable","unavailable","unavailable"
"I3 High I/O 16xlarge","i3.16xlarge","488.0 GiB","64 vCPUs","15200 GB                 (8 * 1900 GB NVMe SSD)","25 Gigabit","$6.0540 hourly","$4.1400 hourly","unavailable","$8.9980 hourly","$7.0840 hourly"
"I3 High I/O Metal","i3.metal","512.0 GiB","72 vCPUs","15200 GB                 (8 * 1900 GB NVMe SSD)","25 Gigabit","$6.0540 hourly","$4.1400 hourly","unavailable","$9.3660 hourly","$7.4520 hourly"
"M6I 24xlarge","m6i.24xlarge","384.0 GiB","96 vCPUs","EBS only","37.5 Gigabit","$6.3360 hourly","$4.1913 hourly","unavailable","$10.7520 hourly","$8.6073 hourly"
"D2 Eight Extra Large","d2.8xlarge","244.0 GiB","36 vCPUs","49152 GB                 (24 * 2048 GB HDD)","10 Gigabit","$6.4680 hourly","$3.5320 hourly","unavailable","$8.1240 hourly","$5.1880 hourly"
"I3EN 12xlarge","i3en.12xlarge","384.0 GiB","48 vCPUs","30000 GB                 (4 * 7500 GB NVMe SSD)","50 Gigabit","$6.5710 hourly","$4.5060 hourly","unavailable","$8.7790 hourly","$6.7140 hourly"
"M5 General Purpose 24xlarge","m5d.24xlarge","384.0 GiB","96 vCPUs","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$6.6530 hourly","$4.1910 hourly","unavailable","$11.0690 hourly","$8.6070 hourly"
"M5 General Purpose Metal","m5d.metal","384.0 GiB","96 vCPUs","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$6.6530 hourly","$4.1910 hourly","unavailable","$11.0690 hourly","$8.6070 hourly"
"I4I 16xlarge","i4i.16xlarge","512.0 GiB","64 vCPUs","15000 GB                 (4 * 3750 GB NVMe SSD)","37.5 Gigabit","$6.6530 hourly","$4.3390 hourly","unavailable","$9.5970 hourly","$7.2830 hourly"
"C6IN 24xlarge","c6in.24xlarge","192.0 GiB","96 vCPUs","EBS only","150 Gigabit","$6.7536 hourly","$4.2335 hourly","unavailable","$11.1696 hourly","$8.6495 hourly"
"C6I Metal","c6i.metal","256.0 GiB","128 vCPUs","EBS only","50 Gigabit","$6.7584 hourly","$4.4707 hourly","unavailable","$12.6464 hourly","$10.3587 hourly"
"C6I 32xlarge","c6i.32xlarge","256.0 GiB","128 vCPUs","EBS only","50 Gigabit","$6.7584 hourly","$4.4707 hourly","unavailable","$12.6464 hourly","$10.3587 hourly"
"R6I 24xlarge","r6i.24xlarge","768.0 GiB","96 vCPUs","EBS only","37.5 Gigabit","$7.4448 hourly","$4.6902 hourly","unavailable","$11.8608 hourly","$9.1062 hourly"
"R5 Metal","r5.metal","768.0 GiB","96 vCPUs","EBS only","25 Gigabit","$7.4450 hourly","$4.6900 hourly","unavailable","$11.8610 hourly","$9.1060 hourly"
"R5 24xlarge","r5.24xlarge","768.0 GiB","96 vCPUs","EBS only","25 Gigabit","$7.4450 hourly","$4.6900 hourly","unavailable","$11.8610 hourly","$9.1060 hourly"
"X2IDN 16xlarge","x2idn.16xlarge","1024.0 GiB","64 vCPUs","1900 GB                 NVMe SSD","50 Gigabit","$8.2040 hourly","$5.0643 hourly","unavailable","$11.1480 hourly","$8.0083 hourly"
"M6I 32xlarge","m6i.32xlarge","512.0 GiB","128 vCPUs","EBS only","50 Gigabit","$8.4480 hourly","$5.5884 hourly","unavailable","$14.3360 hourly","$11.4764 hourly"
"M6I Metal","m6i.metal","512.0 GiB","128 vCPUs","EBS only","50 Gigabit","$8.4480 hourly","$5.5884 hourly","unavailable","$14.3360 hourly","$11.4764 hourly"
"R5D 24xlarge","r5d.24xlarge","768.0 GiB","96 vCPUs","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$8.4480 hourly","$5.3220 hourly","unavailable","$12.8640 hourly","$9.7380 hourly"
"R5D Metal","r5d.metal","768.0 GiB","96 vCPUs","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$8.4480 hourly","$5.3220 hourly","unavailable","$12.8640 hourly","$9.7380 hourly"
"C6IN Metal","c6in.metal","256.0 GiB","128 vCPUs","EBS only","200 Gigabit","$9.0048 hourly","$5.6447 hourly","unavailable","$14.8928 hourly","$11.5327 hourly"
"C6IN 32xlarge","c6in.32xlarge","256.0 GiB","128 vCPUs","EBS only","200 Gigabit","$9.0048 hourly","$5.6447 hourly","unavailable","$14.8928 hourly","$11.5327 hourly"
"G4DN Metal","g4dn.metal","384.0 GiB","96 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","100 Gigabit","$9.5960 hourly","$6.5490 hourly","unavailable","$14.0120 hourly","$10.9650 hourly"
"R6I Metal","r6i.metal","1024.0 GiB","128 vCPUs","EBS only","50 Gigabit","$9.9264 hourly","$6.2536 hourly","unavailable","$15.8144 hourly","$12.1416 hourly"
"R6I 32xlarge","r6i.32xlarge","1024.0 GiB","128 vCPUs","EBS only","50 Gigabit","$9.9264 hourly","$6.2536 hourly","unavailable","$15.8144 hourly","$12.1416 hourly"
"I4I 24xlarge","i4i.24xlarge","768.0 GiB","96 vCPUs","22500 GB                 (6 * 3750 GB NVMe SSD)","56.25 Gigabit","$9.9792 hourly","$6.5092 hourly","unavailable","$14.3952 hourly","$10.9252 hourly"
"X2IDN 24xlarge","x2idn.24xlarge","1536.0 GiB","96 vCPUs","2850 GB                 (2 * 1425 GB NVMe SSD)","75 Gigabit","$12.3060 hourly","$7.5964 hourly","unavailable","$16.7220 hourly","$12.0124 hourly"
"I3EN 24xlarge","i3en.24xlarge","768.0 GiB","96 vCPUs","60000 GB                 (8 * 7500 GB NVMe SSD)","100 Gigabit","$13.1420 hourly","$9.0120 hourly","unavailable","$17.5580 hourly","$13.4280 hourly"
"I3EN Metal","i3en.metal","768.0 GiB","96 vCPUs","60000 GB                 (8 * 7500 GB NVMe SSD)","100 Gigabit","$13.1420 hourly","$9.0120 hourly","unavailable","$17.5580 hourly","$13.4280 hourly"
"I4I 32xlarge","i4i.32xlarge","1024.0 GiB","128 vCPUs","30000 GB                 (8 * 3750 GB NVMe SSD)","75 Gigabit","$13.3056 hourly","$8.6789 hourly","unavailable","$19.1936 hourly","$14.5669 hourly"
"I4I Metal","i4i.metal","1024.0 GiB","128 vCPUs","30000 GB                 (8 * 3750 GB NVMe SSD)","75 Gigabit","$13.3060 hourly","$8.6790 hourly","unavailable","$19.1940 hourly","$14.5670 hourly"
"X2IDN Metal","x2idn.metal","2048.0 GiB","128 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$16.4080 hourly","$10.1286 hourly","unavailable","$22.2960 hourly","$16.0166 hourly"
"X2IDN 32xlarge","x2idn.32xlarge","2048.0 GiB","128 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$16.4080 hourly","$10.1286 hourly","unavailable","$22.2960 hourly","$16.0166 hourly"
"T3A Nano","t3a.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Up to 5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T2 Nano","t2.nano","0.5 GiB","1 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Low to Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"T3A Micro","t3a.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Up to 5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T2 Micro","t2.micro","1.0 GiB","1 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Low to Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"T3A Small","t3a.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T1 Micro","t1.micro","0.613 GiB","1 vCPUs","EBS only","Very Low","unavailable","unavailable","unavailable","unavailable","unavailable"
"T2 Small","t2.small","2.0 GiB","1 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Low to Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Medium","a1.medium","2.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7G Medium","c7g.medium","2.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T3A Medium","t3a.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6GD Medium","c6gd.medium","2.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C8G Medium","c8g.medium","2.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Small","m1.small","1.7 GiB","1 vCPUs","160 GB                 HDD","Low","unavailable","unavailable","unavailable","unavailable","unavailable"
"M8G Medium","m8g.medium","4.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Medium","c7gd.medium","2.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T2 Medium","t2.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Low to Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Large","a1.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Medium","c7a.medium","2.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Medium","m7gd.medium","4.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6GD Medium","r6gd.medium","8.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Medium","m7a.medium","4.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R8G Medium","r8g.medium","8.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Medium","c7gn.medium","2.0 GiB","1 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Medium","m3.medium","3.75 GiB","1 vCPUs","4 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Medium","r7gd.medium","8.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7G Large","c7g.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T3A Large","t3a.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Medium","r7a.medium","8.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6A Large","c6a.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6GD Large","c6gd.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C8G Large","c8g.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Medium","x2gd.medium","16.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I-FLEX Large","c7i-flex.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5A Large","m5a.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6A Large","m6a.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Medium","m1.medium","3.75 GiB","1 vCPUs","410 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I Large","c7i.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M8G Large","m8g.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Large","c7gd.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T2 Large","t2.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Low to Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7I-FLEX Large","m7i-flex.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X8G Medium","x8g.medium","16.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C4 High-CPU Large","c4.large","3.75 GiB","2 vCPUs","EBS only","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M4 General Purpose Large","m4.large","8.0 GiB","2 vCPUs","EBS only","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6ID Large","c6id.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7I Large","m7i.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Extra Large","a1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Large","c7a.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5AD Large","m5ad.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Large","c3.large","3.75 GiB","2 vCPUs","32 GB                 (2 * 16 GB SSD)","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Large","m7gd.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
